Year,Province,Island,Class,Value
2020,Shefa,Epi,7,148
2020,Shefa,Epi,8,128
2020,Shefa,Epi,9,121
2020,Shefa,Epi,10,111
2020,Shefa,Epi,11,56
2020,Shefa,Epi,12,37
2020,Shefa,Ifira,,194
2020,Shefa,Ifira,PreSchool,48
2020,Shefa,Ifira,1,26
2020,Shefa,Ifira,2,27
2020,Shefa,Ifira,3,31
2020,Shefa,Ifira,4,30
2020,Shefa,Ifira,5,15
2020,Shefa,Ifira,7,17
2020,Shefa,Lamen,,27
2020,Shefa,Lamen,PreSchool,27
2020,Shefa,Lelepa,,108
2020,Shefa,Lelepa,PreSchool,31
2020,Shefa,Lelepa,1,16
2020,Shefa,Lelepa,2,13
2020,Shefa,Lelepa,3,12
2020,Shefa,Lelepa,4,18
2020,Shefa,Lelepa,5,8
2020,Shefa,Lelepa,6,10
2020,Shefa,Makira,,31
2020,Shefa,Makira,PreSchool,5
2020,Shefa,Makira,1,5
2020,Shefa,Makira,2,6
2020,Shefa,Makira,3,3
2020,Shefa,Makira,4,6
2020,Shefa,Makira,5,4
2020,Shefa,Makira,6,2
2020,Shefa,Matoso,,40
2020,Shefa,Matoso,PreSchool,10
2020,Shefa,Matoso,1,7
2020,Shefa,Matoso,3,15
2020,Shefa,Matoso,5,8
2020,Shefa,Moso,,101
2020,Shefa,Moso,1,29
2020,Shefa,Moso,2,10
2020,Shefa,Moso,3,10
2020,Shefa,Moso,4,19
2020,Shefa,Moso,5,18
2020,Shefa,Moso,6,15
2020,Shefa,Nguna,,529
2020,Shefa,Nguna,PreSchool,96
2020,Shefa,Nguna,1,52
2020,Shefa,Nguna,2,31
2020,Shefa,Nguna,3,79
2020,Shefa,Nguna,4,46
2020,Shefa,Nguna,5,44
2020,Shefa,Nguna,6,54
2020,Shefa,Nguna,7,49
2020,Shefa,Nguna,8,78
2020,Shefa,Pele,,97
2020,Shefa,Pele,1,13
2020,Shefa,Pele,2,20
2020,Shefa,Pele,3,16
2020,Shefa,Pele,4,22
2020,Shefa,Pele,5,10
2020,Shefa,Pele,6,16
2020,Shefa,Tongariki,,86
2020,Shefa,Tongariki,PreSchool,19
2020,Shefa,Tongariki,1,16
2020,Shefa,Tongariki,2,13
2020,Shefa,Tongariki,3,9
2020,Shefa,Tongariki,4,10
2020,Shefa,Tongariki,5,9
2020,Shefa,Tongariki,6,10
2020,Shefa,Tongoa,,826
2020,Shefa,Tongoa,PreSchool,127
2020,Shefa,Tongoa,1,110
2020,Shefa,Tongoa,2,89
2020,Shefa,Tongoa,3,93
2020,Shefa,Tongoa,4,114
2020,Shefa,Tongoa,5,65
2020,Shefa,Tongoa,6,77
2020,Shefa,Tongoa,7,48
2020,Shefa,Tongoa,8,56
2020,Shefa,Tongoa,9,27
2020,Shefa,Tongoa,10,20
2020,Tafea,,,16686
2020,Tafea,Aneityum,,521
2020,Tafea,Aneityum,PreSchool,98
2020,Tafea,Aneityum,1,46
2020,Tafea,Aneityum,2,42
2020,Tafea,Aneityum,3,70
2020,Tafea,Aneityum,4,58
2020,Tafea,Aneityum,5,56
2020,Tafea,Aneityum,6,39
2020,Tafea,Aneityum,7,34
2020,Tafea,Aneityum,8,31
2020,Tafea,Aneityum,9,25
2020,Tafea,Aneityum,10,22
2020,Tafea,Aniwa,,127
2020,Tafea,Aniwa,PreSchool,41
2020,Tafea,Aniwa,1,24
2020,Tafea,Aniwa,2,15
2020,Tafea,Aniwa,3,13
2020,Tafea,Aniwa,4,14
2020,Tafea,Aniwa,5,11
2020,Tafea,Aniwa,6,9
2020,Tafea,Erromango,,975
2020,Tafea,Erromango,PreSchool,167
2020,Tafea,Erromango,1,95
2020,Tafea,Erromango,2,92
2020,Tafea,Erromango,3,109
2020,Tafea,Erromango,4,115
2020,Tafea,Erromango,5,91
2020,Tafea,Erromango,6,93
2020,Tafea,Erromango,7,54
2020,Tafea,Erromango,8,52
2020,Tafea,Erromango,9,55
2020,Tafea,Erromango,10,52
2020,Tafea,Futuna,,302
2020,Tafea,Futuna,PreSchool,47
2020,Tafea,Futuna,1,18
2020,Tafea,Futuna,2,20
2020,Tafea,Futuna,3,25
2020,Tafea,Futuna,4,21
2020,Tafea,Futuna,5,26
2020,Tafea,Futuna,6,31
2020,Tafea,Futuna,7,27
2020,Tafea,Futuna,8,21
2020,Tafea,Futuna,9,34
2020,Tafea,Futuna,10,32
2020,Tafea,Tanna,,14761
2020,Tafea,Tanna,PreSchool,2361
2020,Tafea,Tanna,1,1746
2020,Tafea,Tanna,2,1754
2020,Tafea,Tanna,3,1802
2020,Tafea,Tanna,4,1779
2020,Tafea,Tanna,5,1277
2020,Tafea,Tanna,6,1121
2020,Tafea,Tanna,7,726
2020,Tafea,Tanna,8,756
2020,Tafea,Tanna,9,545
2020,Tafea,Tanna,10,428
2020,Tafea,Tanna,11,211
2020,Tafea,Tanna,12,137
2020,Tafea,Tanna,13,118
2020,Torba,,,3235
2020,Torba,Gaua,,772
2020,Torba,Gaua,PreSchool,165
2020,Torba,Gaua,1,68
2020,Torba,Gaua,2,91
2020,Torba,Gaua,3,74
2020,Torba,Gaua,4,74
2020,Torba,Gaua,5,91
2020,Torba,Gaua,6,73
2020,Torba,Gaua,7,37
2020,Torba,Gaua,8,37
2020,Torba,Gaua,9,24
2020,Torba,Gaua,10,38
2020,Torba,Hiu,,97
2020,Torba,Hiu,PreSchool,24
2020,Torba,Hiu,1,8
2020,Torba,Hiu,2,8
2020,Torba,Hiu,3,16
2020,Torba,Hiu,4,12
2020,Torba,Hiu,5,18
2020,Torba,Hiu,6,11
2020,Torba,Loh,,116
2020,Torba,Loh,PreSchool,23
2020,Torba,Loh,1,11
2020,Torba,Loh,2,10
2020,Torba,Loh,3,7
2020,Torba,Loh,4,3
2020,Torba,Loh,5,13
2020,Torba,Loh,6,13
2020,Torba,Loh,7,15
2020,Torba,Loh,8,21
2020,Torba,Mere Lava,,183
2020,Torba,Mere Lava,PreSchool,36
2020,Torba,Mere Lava,1,24
2020,Torba,Mere Lava,2,17
2020,Torba,Mere Lava,3,34
2020,Torba,Mere Lava,4,38
2020,Torba,Mere Lava,5,19
2020,Torba,Mere Lava,6,15
2020,Torba,Mota,,210
2020,Torba,Mota,PreSchool,39
2020,Torba,Mota,1,27
2020,Torba,Mota,2,16
2020,Torba,Mota,3,32
2020,Torba,Mota,4,31
2020,Torba,Mota,5,29
2020,Torba,Mota,6,36
2020,Torba,Mota Lava,,484
2020,Torba,Mota Lava,PreSchool,73
2020,Torba,Mota Lava,1,62
2020,Torba,Mota Lava,2,53
2020,Torba,Mota Lava,3,74
2020,Torba,Mota Lava,4,60
2020,Torba,Mota Lava,5,47
2020,Torba,Mota Lava,6,33
2020,Torba,Mota Lava,7,32
2020,Torba,Mota Lava,8,19
2020,Torba,Mota Lava,9,20
2020,Torba,Mota Lava,10,11
2020,Torba,Rah,,13
2020,Torba,Rah,PreSchool,13
2020,Torba,Tegua,,13
2020,Torba,Tegua,PreSchool,13
2020,Torba,Toga,,139
2020,Torba,Toga,PreSchool,22
2020,Torba,Toga,1,16
2020,Torba,Toga,2,20
2020,Torba,Toga,3,11
2020,Torba,Toga,4,22
2020,Torba,Toga,5,25
2020,Torba,Toga,6,23
2020,Torba,Ureparapara,,126
2020,Torba,Ureparapara,PreSchool,24
2020,Torba,Ureparapara,1,14
2020,Torba,Ureparapara,2,13
2020,Torba,Ureparapara,3,18
2020,Torba,Ureparapara,4,18
2020,Torba,Ureparapara,5,14
2020,Torba,Ureparapara,6,25
2020,Torba,Vanua Lava,,1082
2020,Torba,Vanua Lava,PreSchool,241
2020,Torba,Vanua Lava,1,83
2020,Torba,Vanua Lava,2,107
2020,Torba,Vanua Lava,3,72
2020,Torba,Vanua Lava,4,96
2020,Torba,Vanua Lava,5,117
2020,Torba,Vanua Lava,6,89
2020,Torba,Vanua Lava,7,91
2020,Torba,Vanua Lava,8,67
2020,Torba,Vanua Lava,9,49
2020,Torba,Vanua Lava,10,35
2020,Torba,Vanua Lava,11,21
2020,Torba,Vanua Lava,12,10
2020,Torba,Vanua Lava,13,4
2021,,,,98976
2021,Malampa,,,14062
2021,Malampa,Ambrym,,2403
2021,Malampa,Ambrym,PreSchool,398
2021,Malampa,Ambrym,1,258
2021,Malampa,Ambrym,2,269
2021,Malampa,Ambrym,3,247
2021,Malampa,Ambrym,4,254
2021,Malampa,Ambrym,5,261
2021,Malampa,Ambrym,6,230
2021,Malampa,Ambrym,7,165
2021,Malampa,Ambrym,8,147
2021,Malampa,Ambrym,9,94
2021,Malampa,Ambrym,10,80
2021,Malampa,Atchin,,212
2021,Malampa,Atchin,PreSchool,49
2021,Malampa,Atchin,1,30
2021,Malampa,Atchin,2,23
2021,Malampa,Atchin,3,30
2021,Malampa,Atchin,4,31
2021,Malampa,Atchin,5,21
2021,Malampa,Atchin,6,28
2021,Malampa,Avock,,62
2021,Malampa,Avock,2,12
2021,Malampa,Avock,3,11
2021,Malampa,Avock,4,14
2021,Malampa,Avock,5,14
2021,Malampa,Avock,6,11
2021,Malampa,Malekula,,10092
2021,Malampa,Malekula,PreSchool,1670
2021,Malampa,Malekula,1,1038
2021,Malampa,Malekula,2,954
2021,Malampa,Malekula,3,982
2021,Malampa,Malekula,4,1037
2021,Malampa,Malekula,5,1028
2021,Malampa,Malekula,6,807
2021,Malampa,Malekula,7,707
2021,Malampa,Malekula,8,600
2021,Malampa,Malekula,9,517
2021,Malampa,Malekula,10,402
2021,Malampa,Malekula,11,151
2021,Malampa,Malekula,12,133
2021,Malampa,Malekula,13,66
2021,Malampa,Maskelyns,,402
2021,Malampa,Maskelyns,PreSchool,39
2021,Malampa,Maskelyns,1,29
2021,Malampa,Maskelyns,2,34
2021,Malampa,Maskelyns,3,41
2021,Malampa,Maskelyns,4,81
2021,Malampa,Maskelyns,5,30
2021,Malampa,Maskelyns,6,31
2021,Malampa,Maskelyns,7,42
2021,Malampa,Maskelyns,8,19
2021,Malampa,Maskelyns,9,37
2021,Malampa,Maskelyns,10,19
2021,Malampa,Paama,,405
2021,Malampa,Paama,PreSchool,59
2021,Malampa,Paama,1,45
2021,Malampa,Paama,2,39
2021,Malampa,Paama,3,38
2021,Malampa,Paama,4,26
2021,Malampa,Paama,5,38
2021,Malampa,Paama,6,50
2021,Malampa,Paama,7,29
2021,Malampa,Paama,8,29
2021,Malampa,Paama,9,31
2021,Malampa,Paama,10,21
2021,Malampa,Tomman,,56
2021,Malampa,Tomman,1,7
2021,Malampa,Tomman,2,7
2021,Malampa,Tomman,3,13
2021,Malampa,Tomman,4,12
2021,Malampa,Tomman,5,8
2021,Malampa,Tomman,6,9
2021,Malampa,Uripiv,,107
2021,Malampa,Uripiv,1,20
2021,Malampa,Uripiv,2,27
2021,Malampa,Uripiv,3,17
2021,Malampa,Uripiv,4,11
2021,Malampa,Uripiv,5,15
2021,Malampa,Uripiv,6,17
2021,Malampa,Vao,,323
2021,Malampa,Vao,1,70
2021,Malampa,Vao,2,72
2021,Malampa,Vao,3,68
2021,Malampa,Vao,4,52
2021,Malampa,Vao,5,43
2021,Malampa,Vao,6,18
2021,Penama,,,11179
2021,Penama,Ambae,,3215
2021,Penama,Ambae,PreSchool,560
2021,Penama,Ambae,1,280
2021,Penama,Ambae,2,294
2021,Penama,Ambae,3,312
2021,Penama,Ambae,4,318
2021,Penama,Ambae,5,292
2021,Penama,Ambae,6,229
2021,Penama,Ambae,7,214
2021,Penama,Ambae,8,179
2021,Penama,Ambae,9,166
2021,Penama,Ambae,10,149
2021,Penama,Ambae,11,88
2021,Penama,Ambae,12,70
2021,Penama,Ambae,13,64
2021,Penama,Maewo,,1373
2021,Penama,Maewo,PreSchool,312
2021,Penama,Maewo,1,178
2021,Penama,Maewo,2,176
2021,Penama,Maewo,3,160
2021,Penama,Maewo,4,149
2021,Penama,Maewo,5,118
2021,Penama,Maewo,6,97
2021,Penama,Maewo,7,59
2021,Penama,Maewo,8,56
2021,Penama,Maewo,9,34
2021,Penama,Maewo,10,34
2021,Penama,Pentecost,,6591
2021,Penama,Pentecost,PreSchool,1142
2021,Penama,Pentecost,1,952
2021,Penama,Pentecost,2,693
2021,Penama,Pentecost,3,739
2021,Penama,Pentecost,4,712
2021,Penama,Pentecost,5,578
2021,Penama,Pentecost,6,539
2021,Penama,Pentecost,7,345
2021,Penama,Pentecost,8,292
2021,Penama,Pentecost,9,230
2021,Penama,Pentecost,10,227
2021,Penama,Pentecost,11,59
2021,Penama,Pentecost,12,64
2021,Penama,Pentecost,13,19
2021,Sanma,,,21662
2021,Sanma,Aore,,356
2021,Sanma,Aore,PreSchool,7
2021,Sanma,Aore,1,13
2021,Sanma,Aore,2,7
2021,Sanma,Aore,3,10
2021,Sanma,Aore,4,9
2021,Sanma,Aore,5,9
2021,Sanma,Aore,6,9
2021,Sanma,Aore,7,50
2021,Sanma,Aore,8,28
2021,Sanma,Aore,9,54
2021,Sanma,Aore,10,50
2021,Sanma,Aore,11,47
2021,Sanma,Aore,12,34
2021,Sanma,Aore,13,29
2021,Sanma,Araki,,36
2021,Sanma,Araki,1,6
2021,Sanma,Araki,2,7
2021,Sanma,Araki,3,2
2021,Sanma,Araki,4,12
2021,Sanma,Araki,5,3
2021,Sanma,Araki,6,6
2021,Sanma,Malo,,1432
2021,Sanma,Malo,PreSchool,289
2021,Sanma,Malo,1,173
2021,Sanma,Malo,2,171
2021,Sanma,Malo,3,162
2021,Sanma,Malo,4,177
2021,Sanma,Malo,5,133
2021,Sanma,Malo,6,134
2021,Sanma,Malo,7,88
2021,Sanma,Malo,8,71
2021,Sanma,Malo,9,31
2021,Sanma,Malo,10,3
2021,Sanma,Mavea,,44
2021,Sanma,Mavea,PreSchool,13
2021,Sanma,Mavea,1,5
2021,Sanma,Mavea,2,5
2021,Sanma,Mavea,3,4
2021,Sanma,Mavea,4,5
2021,Sanma,Mavea,5,9
2021,Sanma,Mavea,6,3
2021,Sanma,Santo,,19642
2021,Sanma,Santo,PreSchool,3430
2021,Sanma,Santo,1,1806
2021,Sanma,Santo,2,1859
2021,Sanma,Santo,3,1974
2021,Sanma,Santo,4,2236
2021,Sanma,Santo,5,1709
2021,Sanma,Santo,6,1453
2021,Sanma,Santo,7,1212
2021,Sanma,Santo,8,1012
2021,Sanma,Santo,9,913
2021,Sanma,Santo,10,810
2021,Sanma,Santo,11,493
2021,Sanma,Santo,12,407
2021,Sanma,Santo,13,295
2021,Sanma,Santo,14,33
2021,Sanma,Tutuba,,152
2021,Sanma,Tutuba,PreSchool,35
2021,Sanma,Tutuba,1,25
2021,Sanma,Tutuba,2,19
2021,Sanma,Tutuba,3,19
2021,Sanma,Tutuba,4,24
2021,Sanma,Tutuba,5,19
2021,Sanma,Tutuba,6,11
2021,Shefa,,,31631
2021,Shefa,Buninga,,17
2021,Shefa,Buninga,2,4
2021,Shefa,Buninga,4,6
2021,Shefa,Buninga,6,7
2021,Shefa,Efate,,26424
2021,Shefa,Efate,PreSchool,4161
2021,Shefa,Efate,1,2129
2021,Shefa,Efate,2,2406
2021,Shefa,Efate,3,2356
2021,Shefa,Efate,4,2224
2021,Shefa,Efate,5,2094
2021,Shefa,Efate,6,1882
2021,Shefa,Efate,7,1718
2021,Shefa,Efate,8,1568
2021,Shefa,Efate,9,1386
2021,Shefa,Efate,10,1302
2021,Shefa,Efate,11,1096
2021,Shefa,Efate,12,1105
2021,Shefa,Efate,13,815
2021,Shefa,Efate,14,182
2021,Shefa,Emae,,277
2021,Shefa,Emae,PreSchool,18
2021,Shefa,Emae,1,16
2021,Shefa,Emae,2,34
2021,Shefa,Emae,3,28
2021,Shefa,Emae,4,34
2021,Shefa,Emae,5,33
2021,Shefa,Emae,6,27
2021,Shefa,Emae,7,23
2021,Shefa,Emae,8,27
2021,Shefa,Emae,9,17
2021,Shefa,Emae,10,20
2021,Shefa,Emao,,275
2021,Shefa,Emao,PreSchool,33
2021,Shefa,Emao,1,45
2021,Shefa,Emao,2,34
2021,Shefa,Emao,3,43
2021,Shefa,Emao,4,21
2021,Shefa,Emao,5,34
2021,Shefa,Emao,6,30
2021,Shefa,Emao,7,24
2021,Shefa,Emao,8,11
2021,Shefa,Epi,,2647
2021,Shefa,Epi,PreSchool,474
2021,Shefa,Epi,1,265
2021,Shefa,Epi,2,272
2021,Shefa,Epi,3,280
2021,Shefa,Epi,4,289
2021,Shefa,Epi,5,270
2021,Shefa,Epi,6,217
2021,Shefa,Epi,7,142
2021,Shefa,Epi,8,150
2021,Shefa,Epi,9,92
2021,Shefa,Epi,10,111
2021,Shefa,Epi,11,50
2021,Shefa,Epi,12,35
2021,Shefa,Ifira,,203
2021,Shefa,Ifira,PreSchool,67
2021,Shefa,Ifira,1,24
2021,Shefa,Ifira,2,22
2021,Shefa,Ifira,3,20
2021,Shefa,Ifira,4,25
2021,Shefa,Ifira,5,30
2021,Shefa,Ifira,6,15
2021,Shefa,Lamen,,36
2021,Shefa,Lamen,PreSchool,36
2021,Shefa,Lelepa,,118
2021,Shefa,Lelepa,PreSchool,25
2021,Shefa,Lelepa,1,23
2021,Shefa,Lelepa,2,13
2021,Shefa,Lelepa,3,14
2021,Shefa,Lelepa,4,16
2021,Shefa,Lelepa,5,18
2021,Shefa,Lelepa,6,9
2021,Shefa,Makira,,36
2021,Shefa,Makira,PreSchool,13
2021,Shefa,Makira,1,3
2021,Shefa,Makira,2,4
2021,Shefa,Makira,3,6
2021,Shefa,Makira,4,2
2021,Shefa,Makira,5,5
2021,Shefa,Makira,6,3
2021,Shefa,Matoso,,30
2021,Shefa,Matoso,PreSchool,9
2021,Shefa,Matoso,2,7
2021,Shefa,Matoso,4,14
2021,Shefa,Moso,,110
2021,Shefa,Moso,1,24
2021,Shefa,Moso,2,28
2021,Shefa,Moso,3,9
2021,Shefa,Moso,4,12
2021,Shefa,Moso,5,19
2021,Shefa,Moso,6,18
2021,Shefa,Nguna,,547
2021,Shefa,Nguna,PreSchool,80
2021,Shefa,Nguna,1,74
2021,Shefa,Nguna,2,46
2021,Shefa,Nguna,3,51
2021,Shefa,Nguna,4,59
2021,Shefa,Nguna,5,46
2021,Shefa,Nguna,6,50
2021,Shefa,Nguna,7,52
2021,Shefa,Nguna,8,39
2021,Shefa,Nguna,9,32
2021,Shefa,Nguna,10,18
2021,Shefa,Pele,,96
2021,Shefa,Pele,1,16
2021,Shefa,Pele,2,13
2021,Shefa,Pele,3,19
2021,Shefa,Pele,4,16
2021,Shefa,Pele,5,21
2021,Shefa,Pele,6,11
2021,Shefa,Tongariki,,86
2021,Shefa,Tongariki,PreSchool,23
2021,Shefa,Tongariki,1,8
2021,Shefa,Tongariki,2,13
2021,Shefa,Tongariki,3,12
2021,Shefa,Tongariki,4,13
2021,Shefa,Tongariki,5,8
2021,Shefa,Tongariki,6,9
2021,Shefa,Tongoa,,729
2021,Shefa,Tongoa,PreSchool,127
2021,Shefa,Tongoa,1,83
2021,Shefa,Tongoa,2,90
2021,Shefa,Tongoa,3,90
2021,Shefa,Tongoa,4,82
2021,Shefa,Tongoa,5,97
2021,Shefa,Tongoa,6,73
2021,Shefa,Tongoa,7,35
2021,Shefa,Tongoa,8,44
2021,Shefa,Tongoa,10,8
2021,Tafea,,,17119
2021,Tafea,Aneityum,,544
2021,Tafea,Aneityum,PreSchool,99
2021,Tafea,Aneityum,1,51
2021,Tafea,Aneityum,2,51
2021,Tafea,Aneityum,3,46
2021,Tafea,Aneityum,4,76
2021,Tafea,Aneityum,5,48
2021,Tafea,Aneityum,6,49
2021,Tafea,Aneityum,7,30
2021,Tafea,Aneityum,8,29
2021,Tafea,Aneityum,9,31
2021,Tafea,Aneityum,10,34
2021,Tafea,Aniwa,,123
2021,Tafea,Aniwa,PreSchool,28
2021,Tafea,Aniwa,1,20
2021,Tafea,Aniwa,2,18
2021,Tafea,Aniwa,3,14
2021,Tafea,Aniwa,4,12
2021,Tafea,Aniwa,5,14
2021,Tafea,Aniwa,6,10
2021,Tafea,Aniwa,7,7
2021,Tafea,Erromango,,968
2021,Tafea,Erromango,PreSchool,152
2021,Tafea,Erromango,1,107
2021,Tafea,Erromango,2,62
2021,Tafea,Erromango,3,100
2021,Tafea,Erromango,4,104
2021,Tafea,Erromango,5,105
2021,Tafea,Erromango,6,84
2021,Tafea,Erromango,7,82
2021,Tafea,Erromango,8,65
2021,Tafea,Erromango,9,54
2021,Tafea,Erromango,10,53
2021,Tafea,Futuna,,298
2021,Tafea,Futuna,PreSchool,40
2021,Tafea,Futuna,1,26
2021,Tafea,Futuna,2,16
2021,Tafea,Futuna,3,19
2021,Tafea,Futuna,4,29
